area_nm,visit_dt,visitor_sum,tourist_type
대구,2022-01-14,658,외국인
대구,2022-01-20,2097549,내국인
대구,2022-03-09,2064596,내국인
대구,2022-04-01,234,외국인
대구,2022-06-09,833,외국인
대구,2022-07-31,923,외국인
대구,2022-09-01,2294993,내국인
대구,2023-01-16,294,외국인
대구,2023-03-19,2446791,내국인
대구,2021-09-22,299,외국인
대구,2021-10-13,321,외국인
대구,2022-04-11,435,외국인
대구,2022-08-10,257,외국인
대구,2022-09-25,261,외국인
대구,2023-01-06,312,외국인
대구,2023-01-14,2428246,내국인
대구,2023-01-31,2280829,내국인
대구,2022-08-27,2485836,내국인
대구,2022-11-18,334,외국인
대구,2023-02-05,2235144,내국인
대구,2023-02-11,245,외국인
대구,2023-03-01,2247117,내국인
대구,2020-09-26,2379904,내국인
대구,2020-10-28,2163520,내국인
대구,2021-01-07,174,외국인
대구,2021-01-19,163,외국인
대구,2021-02-15,157,외국인
대구,2021-04-26,2052671,내국인
대구,2021-11-15,1954,외국인
대구,2021-11-17,2184567,내국인
대구,2022-01-10,2031053,내국인
대구,2022-03-27,249,외국인
대구,2022-04-13,2051210,내국인
대구,2022-06-28,925,외국인
대구,2022-06-29,934,외국인
대구,2023-01-12,2252096,내국인
대구,2023-02-26,281,외국인
대구,2023-03-31,523,외국인
대구,2022-03-30,2266582,내국인
대구,2022-08-07,844,외국인
대구,2022-12-31,452,외국인
대구,2022-07-20,2441876,내국인
대구,2022-07-26,982,외국인
대구,2022-10-04,294,외국인
대구,2023-04-01,2608234,내국인
대구,2023-04-15,1041,외국인
대구,2021-08-18,2094113,내국인
대구,2021-08-28,2295591,내국인
대구,2021-09-29,2145584,내국인
대구,2021-12-09,354,외국인
대구,2022-01-26,244,외국인
대구,2022-01-28,2265905,내국인
대구,2022-04-01,2144765,내국인
대구,2022-05-02,709,외국인
대구,2022-05-19,891,외국인
대구,2022-06-09,2092146,내국인
대구,2022-07-02,2244041,내국인
대구,2022-07-31,2363001,내국인
대구,2022-11-20,2469079,내국인
대구,2022-11-30,598,외국인
대구,2022-12-03,2481871,내국인
대구,2023-01-16,2224824,내국인
대구,2023-01-29,278,외국인
대구,2022-03-29,2268026,내국인
대구,2022-04-18,2107847,내국인
대구,2022-05-19,2130667,내국인
대구,2022-06-13,797,외국인
대구,2022-09-29,304,외국인
대구,2022-12-08,483,외국인
대구,2023-01-04,330,외국인
대구,2023-02-08,2290421,내국인
대구,2023-03-22,2418402,내국인
대구,2022-02-07,1991931,내국인
대구,2022-02-17,266,외국인
대구,2022-07-28,2450218,내국인
대구,2022-10-02,2390945,내국인
대구,2022-10-14,2421425,내국인
대구,2022-10-31,281,외국인
대구,2022-11-04,2382403,내국인
대구,2023-02-16,1991256,내국인
대구,2023-03-21,372,외국인
대구,2023-03-26,2562063,내국인
대구,2022-09-18,259,외국인
대구,2022-11-29,295,외국인
대구,2020-07-09,2054585,내국인
대구,2020-07-26,218,외국인
대구,2020-09-26,1551,외국인
대구,2020-10-15,2096784,내국인
대구,2020-12-06,1961498,내국인
대구,2021-01-12,1843849,내국인
대구,2021-01-15,147,외국인
대구,2021-04-09,2090397,내국인
대구,2021-12-15,363,외국인
대구,2022-01-05,649,외국인
대구,2022-01-25,2110882,내국인
대구,2022-10-05,2253403,내국인
대구,2023-02-21,2332934,내국인
대구,2021-04-03,2145155,내국인
대구,2021-05-20,2037361,내국인
대구,2021-07-28,2095872,내국인
대구,2021-10-05,2091638,내국인
대구,2021-12-31,2295429,내국인
대구,2022-04-05,340,외국인
대구,2022-04-23,2455038,내국인
대구,2022-05-20,944,외국인
대구,2022-06-12,2104836,내국인
대구,2022-11-11,294,외국인
대구,2023-04-26,2303231,내국인
대구,2021-05-02,2120275,내국인
대구,2021-07-29,271,외국인
대구,2021-09-06,367,외국인
대구,2022-08-31,2238638,내국인
대구,2022-09-30,2546462,내국인
대구,2022-10-22,372,외국인
대구,2023-02-04,249,외국인
대구,2023-02-11,2538939,내국인
대구,2023-03-28,2469000,내국인
대구,2021-08-09,276,외국인
대구,2021-09-03,386,외국인
대구,2021-11-13,2415457,내국인
대구,2021-11-25,2213887,내국인
대구,2022-01-28,249,외국인
대구,2022-05-17,2128981,내국인
대구,2022-06-03,741,외국인
대구,2022-07-04,832,외국인
대구,2022-08-22,239,외국인
대구,2022-11-03,382,외국인
대구,2022-11-20,296,외국인
대구,2023-02-06,2204807,내국인
대구,2023-02-27,2365843,내국인
대구,2023-04-18,2181708,내국인
대구,2021-05-11,2053809,내국인
대구,2021-07-13,293,외국인
대구,2022-03-06,285,외국인
대구,2022-12-04,275,외국인
대구,2023-01-12,270,외국인
대구,2021-03-29,412,외국인
대구,2021-07-05,268,외국인
대구,2021-08-03,266,외국인
대구,2021-09-07,2086332,내국인
대구,2021-10-15,324,외국인
대구,2021-12-29,2146043,내국인
대구,2022-02-03,164,외국인
대구,2022-02-20,296,외국인
대구,2022-08-25,2237627,내국인
대구,2022-11-14,318,외국인
대구,2023-01-10,278,외국인
대구,2022-08-12,261,외국인
대구,2022-11-21,313,외국인
대구,2022-12-18,275,외국인
대구,2023-01-02,389,외국인
대구,2023-03-10,2476769,내국인
대구,2023-04-25,1098,외국인
대구,2022-01-30,209,외국인
대구,2022-05-18,847,외국인
대구,2022-05-29,656,외국인
대구,2022-06-20,849,외국인
대구,2022-10-17,328,외국인
대구,2023-01-22,374,외국인
대구,2023-03-24,2554580,내국인
대구,2023-03-31,2630609,내국인
대구,2023-04-17,880,외국인
대구,2020-06-06,2114864,내국인
대구,2020-07-12,220,외국인
대구,2021-08-17,2087384,내국인
대구,2021-09-20,298,외국인
대구,2021-09-27,2185297,내국인
대구,2021-10-23,417,외국인
대구,2022-04-04,2037000,내국인
대구,2022-04-12,447,외국인
대구,2022-05-16,2096488,내국인
대구,2022-06-07,2033491,내국인
대구,2022-07-28,1063,외국인
대구,2022-11-04,332,외국인
대구,2023-01-29,2222283,내국인
대구,2023-02-02,289,외국인
대구,2023-03-12,2254555,내국인
대구,2023-04-28,2476340,내국인
대구,2023-02-27,325,외국인
대구,2023-03-22,393,외국인
대구,2022-06-17,867,외국인
대구,2022-07-19,2412772,내국인
대구,2022-09-02,302,외국인
대구,2022-10-05,305,외국인
대구,2022-10-30,2374897,내국인
대구,2023-01-18,319,외국인
대구,2023-02-24,2476785,내국인
대구,2023-03-05,348,외국인
대구,2022-11-21,2290365,내국인
대구,2022-12-23,2340597,내국인
대구,2023-03-16,452,외국인
대구,2022-11-29,2245437,내국인
대구,2022-12-12,308,외국인
대구,2023-01-27,327,외국인
대구,2020-12-04,419,외국인
대구,2020-12-09,1978463,내국인
대구,2021-02-03,1895510,내국인
대구,2021-02-12,152,외국인
대구,2021-02-18,1985473,내국인
대구,2021-03-04,2023617,내국인
대구,2021-03-13,192,외국인
대구,2021-06-13,1995032,내국인
대구,2021-06-16,2151464,내국인
대구,2021-11-22,922,외국인
대구,2021-12-26,1960912,내국인
대구,2022-02-24,2075279,내국인
대구,2022-04-20,482,외국인
대구,2022-05-21,2426438,내국인
대구,2022-07-10,2077279,내국인
대구,2022-07-25,2416839,내국인
대구,2022-08-12,2293314,내국인
대구,2022-08-14,253,외국인
대구,2022-09-20,288,외국인
대구,2022-10-10,2257322,내국인
대구,2020-10-23,287,외국인
대구,2021-02-11,202,외국인
대구,2021-04-05,421,외국인
대구,2021-05-24,189,외국인
대구,2021-06-08,2046338,내국인
대구,2021-10-07,307,외국인
대구,2021-11-30,425,외국인
대구,2022-01-02,236,외국인
대구,2022-02-14,219,외국인
대구,2022-06-01,2084593,내국인
대구,2022-07-20,862,외국인
대구,2022-07-29,1071,외국인
대구,2022-11-05,295,외국인
대구,2022-11-28,266,외국인
대구,2023-02-05,261,외국인
대구,2022-07-04,1975019,내국인
대구,2022-08-02,2111687,내국인
대구,2022-09-26,262,외국인
대구,2023-01-04,2153180,내국인
대구,2022-08-23,2150966,내국인
대구,2022-09-16,2458146,내국인
대구,2022-11-10,304,외국인
대구,2022-12-02,2268042,내국인
대구,2023-01-01,2134564,내국인
대구,2023-03-30,512,외국인
대구,2021-06-19,2325250,내국인
대구,2021-10-04,257,외국인
대구,2022-02-12,2196282,내국인
대구,2022-03-15,290,외국인
대구,2022-03-17,2068591,내국인
대구,2022-03-26,2355897,내국인
대구,2022-05-22,1213,외국인
대구,2022-07-03,869,외국인
대구,2022-07-11,2018948,내국인
대구,2022-07-23,1023,외국인
대구,2022-11-11,2439304,내국인
대구,2023-01-02,2100026,내국인
대구,2023-02-01,2199535,내국인
대구,2021-08-01,255,외국인
대구,2021-09-21,305,외국인
대구,2022-01-07,653,외국인
대구,2022-05-04,2238341,내국인
대구,2022-07-06,868,외국인
대구,2022-09-11,302,외국인
대구,2023-01-30,295,외국인
대구,2023-02-14,303,외국인
대구,2023-04-06,1567,외국인
대구,2023-04-22,2578782,내국인
대구,2021-12-25,2221755,내국인
대구,2022-05-12,610,외국인
대구,2022-06-06,2022081,내국인
대구,2022-07-13,2369947,내국인
대구,2022-10-29,2637797,내국인
대구,2022-11-26,2586442,내국인
대구,2022-12-30,498,외국인
대구,2023-01-24,2131783,내국인
대구,2023-03-17,400,외국인
대구,2023-04-08,1301,외국인
대구,2021-12-04,343,외국인
대구,2021-12-27,2059436,내국인
대구,2022-02-28,353,외국인
대구,2022-05-09,2075519,내국인
대구,2022-06-04,780,외국인
대구,2022-06-23,839,외국인
대구,2022-09-16,295,외국인
대구,2023-01-01,405,외국인
대구,2023-02-20,2273000,내국인
대구,2020-11-10,2104825,내국인
대구,2020-12-14,1879996,내국인
대구,2021-02-06,2088219,내국인
대구,2021-06-25,257,외국인
대구,2021-07-04,273,외국인
대구,2021-10-09,2280773,내국인
대구,2021-12-28,2104822,내국인
대구,2022-03-19,253,외국인
대구,2022-07-01,825,외국인
대구,2023-03-06,2286814,내국인
대구,2023-03-19,349,외국인
대전,2022-02-15,246,외국인
대전,2022-04-09,263,외국인
대전,2022-04-21,1325115,내국인
대전,2022-07-05,1364600,내국인
대전,2022-10-07,1488302,내국인
대전,2022-12-15,1383345,내국인
대전,2023-01-11,1388713,내국인
대전,2023-02-01,204,외국인
대전,2020-06-24,128,외국인
대전,2020-07-03,1205176,내국인
대전,2020-08-22,1249598,내국인
대전,2020-09-09,215,외국인
대전,2020-09-14,233,외국인
대전,2020-10-25,326,외국인
대전,2020-11-26,318,외국인
대전,2021-02-11,137,외국인
대전,2021-03-16,1334263,내국인
대전,2021-03-30,326,외국인
대전,2021-04-16,1241580,내국인
대전,2021-09-29,345,외국인
대전,2021-11-12,1382369,내국인
대전,2022-02-23,1259257,내국인
대전,2022-03-07,270,외국인
대전,2022-10-11,1388719,내국인
대전,2022-11-12,238,외국인
대전,2022-11-23,1441734,내국인
대전,2023-03-21,1496902,내국인
대전,2023-04-16,1391426,내국인
대전,2023-04-21,1487725,내국인
대전,2022-01-09,1188515,내국인
대전,2022-02-28,1363942,내국인
대전,2022-09-16,1517556,내국인
대전,2022-10-07,483,외국인
대전,2022-10-08,1564235,내국인
대전,2022-10-22,1603249,내국인
대전,2022-11-10,296,외국인
대전,2023-01-01,1289235,내국인
대전,2020-08-08,205,외국인
대전,2021-03-29,333,외국인
대전,2021-07-05,240,외국인
대전,2021-09-07,1261293,내국인
대전,2021-09-16,320,외국인
대전,2021-10-13,1299647,내국인
대전,2021-10-15,313,외국인
대전,2021-12-20,246,외국인
대전,2022-02-20,281,외국인
대전,2022-03-04,1356396,내국인
대전,2022-04-09,1494240,내국인
대전,2022-07-30,598,외국인
대전,2022-08-25,1407045,내국인
대전,2022-08-30,392,외국인
대전,2022-12-29,1430740,내국인
대전,2023-02-14,1423783,내국인
대전,2023-04-04,495,외국인
대전,2023-04-06,1318911,내국인
대전,2020-11-04,398,외국인
대전,2020-11-08,351,외국인
대전,2021-01-14,1165757,내국인
대전,2021-02-17,1190288,내국인
대전,2021-03-22,1329446,내국인
대전,2021-11-06,370,외국인
대전,2021-12-19,226,외국인
대전,2022-02-20,1177572,내국인
대전,2022-03-29,1400591,내국인
대전,2022-04-06,256,외국인
대전,2022-06-08,592,외국인
대전,2022-06-09,615,외국인
대전,2022-06-27,611,외국인
대전,2022-07-30,1496604,내국인
대전,2022-10-19,375,외국인
대전,2022-10-28,272,외국인
대전,2023-02-20,1391138,내국인
대전,2023-03-10,326,외국인
대전,2020-05-13,1290092,내국인
대전,2020-06-21,128,외국인
대전,2020-06-28,142,외국인
대전,2020-08-28,1243399,내국인
대전,2020-10-31,177,외국인
대전,2020-11-02,363,외국인
대전,2021-01-13,108,외국인
대전,2021-01-20,1203640,내국인
대전,2021-03-14,156,외국인
대전,2021-04-01,336,외국인
대전,2021-07-09,242,외국인
대전,2021-07-10,232,외국인
대전,2021-07-26,186,외국인
대전,2021-07-31,1223642,내국인
대전,2021-09-10,311,외국인
대전,2022-01-23,167,외국인
대전,2022-02-22,1251010,내국인
대전,2022-05-23,556,외국인
대전,2022-06-25,1576687,내국인
대전,2022-06-30,574,외국인
대전,2022-09-19,334,외국인
대전,2023-01-10,1376426,내국인
대전,2023-03-27,1497511,내국인
대전,2023-04-04,1319971,내국인
대전,2020-10-24,352,외국인
대전,2020-12-09,429,외국인
대전,2021-02-03,150,외국인
대전,2021-02-15,152,외국인
대전,2021-06-20,1289877,내국인
대전,2021-08-05,1150157,내국인
대전,2021-11-07,374,외국인
대전,2021-11-15,460,외국인
대전,2022-01-10,1236809,내국인
대전,2022-04-01,198,외국인
대전,2022-04-13,1229833,내국인
대전,2022-07-08,533,외국인
대전,2022-07-25,728,외국인
대전,2022-08-27,319,외국인
대전,2023-01-12,1399023,내국인
대전,2023-03-01,317,외국인
대전,2021-05-03,1263585,내국인
대전,2021-05-16,1180685,내국인
대전,2021-08-10,1191035,내국인
대전,2022-03-28,1382666,내국인
대전,2022-08-03,638,외국인
대전,2022-08-07,457,외국인
대전,2022-08-09,250,외국인
대전,2022-08-10,227,외국인
대전,2022-10-12,1410264,내국인
대전,2023-01-26,1320389,내국인
대전,2023-02-03,218,외국인
대전,2023-02-21,1429785,내국인
대전,2020-06-05,1363928,내국인
대전,2020-08-02,1200266,내국인
대전,2020-08-03,1217793,내국인
대전,2020-08-29,1202299,내국인
대전,2020-08-30,1070734,내국인
대전,2021-01-02,223,외국인
대전,2021-02-01,152,외국인
대전,2021-02-22,1277372,내국인
대전,2021-05-12,1310295,내국인
대전,2021-10-20,365,외국인
대전,2022-01-11,541,외국인
대전,2022-01-24,1296627,내국인
대전,2022-03-31,1392141,내국인
대전,2022-05-17,530,외국인
대전,2022-06-06,1375722,내국인
대전,2022-07-22,641,외국인
대전,2022-08-09,1319709,내국인
대전,2022-09-05,1340630,내국인
대전,2022-12-06,282,외국인
대전,2023-02-07,1367372,내국인
대전,2020-12-25,313,외국인
대전,2021-01-04,221,외국인
대전,2021-02-04,163,외국인
대전,2021-06-14,1309787,내국인
대전,2021-07-12,238,외국인
대전,2021-08-06,233,외국인
대전,2021-08-09,1180497,내국인
대전,2021-08-18,1224928,내국인
대전,2021-09-29,1306818,내국인
대전,2022-01-26,168,외국인
대전,2022-04-18,267,외국인
대전,2022-05-19,463,외국인
대전,2022-07-02,1536783,내국인
대전,2022-11-01,321,외국인
대전,2022-12-24,1543858,내국인
대전,2023-01-16,1372068,내국인
대전,2023-03-22,286,외국인
대전,2023-04-15,1510219,내국인
대전,2021-11-11,1323270,내국인
대전,2021-12-16,298,외국인
대전,2021-12-31,255,외국인
대전,2022-01-15,458,외국인
대전,2022-04-29,1437110,내국인
대전,2022-08-08,235,외국인
대전,2022-11-09,1413533,내국인
대전,2022-12-04,214,외국인
대전,2020-11-01,179,외국인
대전,2020-12-08,1151298,내국인
대전,2021-03-23,349,외국인
대전,2021-03-31,1400163,내국인
대전,2021-06-05,1409134,내국인
대전,2021-08-07,220,외국인
대전,2021-09-03,272,외국인
대전,2021-10-10,1274666,내국인
대전,2021-10-16,1397896,내국인
대전,2021-11-08,401,외국인
대전,2021-12-08,1282145,내국인
대전,2022-03-10,271,외국인
대전,2022-09-23,1563069,내국인
대전,2023-02-23,280,외국인
대전,2023-03-11,310,외국인
대전,2023-03-13,1447302,내국인
대전,2023-04-18,1325122,내국인
대전,2023-04-19,483,외국인
대전,2020-05-10,117,외국인
대전,2020-08-09,1214657,내국인
대전,2020-08-16,1275498,내국인
대전,2020-09-21,234,외국인
대전,2020-10-29,1347374,내국인
대전,2021-01-01,238,외국인
대전,2021-03-18,170,외국인
대전,2021-05-06,146,외국인
대전,2021-06-27,1251142,내국인
대전,2021-08-16,1172226,내국인
대전,2021-11-14,396,외국인
대전,2022-03-26,1365406,내국인
대전,2022-08-28,1419283,내국인
대전,2022-11-17,1441967,내국인
대전,2023-04-09,1414182,내국인
대전,2021-10-12,1255827,내국인
대전,2021-12-11,1415673,내국인
대전,2021-12-16,1304818,내국인
대전,2022-05-15,454,외국인
대전,2022-09-22,1507357,내국인
대전,2022-10-25,1420381,내국인
대전,2023-04-05,1289525,내국인
대전,2023-04-29,372,외국인
대전,2020-05-26,1325221,내국인
대전,2020-06-22,1234260,내국인
대전,2020-07-14,1194689,내국인
대전,2020-12-02,290,외국인
